 KMIA    NBM V5.0 NBP GUIDANCE    9/19/2026  0700 UTC
        SUN 20| MON 21| TUE 22| WED 23| THU 24| FRI 25| SAT 26| SUN 27| MON 28
 UTC    00  12| 00  12| 00  12| 00  12| 00  12| 00  12| 00  12| 00  12| 00  12
 FHR    17  29| 41  53| 65  77| 89 101|113 125|137 149|161 173|185 197|209 221
 TXNMN  89  77| 89  76| 89  77| 89  77| 89  78| 89  77| 89  78| 89  77| 88  77
 TXNSD   2   1|  2   2|  2   1|  2   1|  2   3|  2   1|  2   3|  2   3|  2   3
 TXNP1  87  76| 86  74| 86  75| 87  76| 85  75| 86  75| 86  74| 86  73| 85  73
 TXNP2  88  76| 88  75| 88  76| 88  77| 87  76| 88  76| 88  76| 88  75| 87  75
 TXNP5  89  77| 89  76| 89  77| 90  78| 89  77| 89  77| 90  77| 90  76| 89  76
 TXNP7  90  78| 90  77| 90  78| 91  78| 90  80| 90  77| 91  80| 91  79| 90  79
 TXNP9  91  78| 91  78| 91  78| 91  79| 91  82| 91  78| 91  82| 91  82| 91  82
 WSPP1   0   0|  0   0|  0   0|  0   0|  0   0|  0   0|  0   0|  0   0|  0   0
 WSPP2   0   0|  0   0|  0   0|  0   0|  0   0|  0   3|  2   3|  0   3|  3   2
 WSPP5   4   3|  4   3|  3   2|  3   3|  3   5|  4   5|  5   5|  4   6|  5   5
 WSPP7   5   5|  6   5|  6   5|  5   5|  5   7|  6   7|  6   7|  7   8|  8   8
 WSPP9   7   6|  7   7|  7   7|  7   7|  7   9|  8   9|  8   9|  9   9| 10  10
 W24P1   8    |  8    |  7    |  8    |  7    |  8    |  8    |  9    |  9
 W24P2   9    |  9    |  9    |  9    |  9    |  9    | 10    | 10    | 10
 W24P5  10    | 10    | 11    | 11    | 11    | 10    | 11    | 11    | 12
 W24P7  11    | 12    | 13    | 12    | 12    | 12    | 13    | 13    | 14
 W24P9  13    | 13    | 15    | 15    | 14    | 15    | 15    | 16    | 16
 G24P1  14    | 14    | 14    | 14    | 13    | 14    | 15    | 15    | 16
 G24P2  15    | 16    | 16    | 17    | 16    | 16    | 17    | 17    | 19
 G24P5  17    | 18    | 20    | 19    | 19    | 18    | 19    | 20    | 21
 G24P7  20    | 20    | 22    | 22    | 22    | 21    | 23    | 24    | 25
 G24P9  23    | 23    | 25    | 25    | 25    | 28    | 27    | 29    | 30
 Q24P1       0|      6|     11|      3|     14|      0|      0|      0|      0
 Q24P2       2|     19|     30|     27|     29|      6|      5|      4|      2
 Q24P5      33|     62|     75|     76|     65|     37|     23|     33|     30
 Q24P7      62|    121|    108|    117|    119|    108|     80|    121|     88
 Q24P9      90|    170|    136|    198|    186|    168|    163|    222|    137
 S24P1       0|      0|      0|      0|      0|      0|      0|      0|      0
 S24P2       0|      0|      0|      0|      0|      0|      0|      0|      0
 S24P5       0|      0|      0|      0|      0|      0|      0|      0|      0
 S24P7       0|      0|      0|      0|      0|      0|      0|      0|      0
 S24P9       0|      0|      0|      0|      0|      0|      0|      0|      0
 I24P1       0|      0|      0|      0|      0|      0|      0|      0|      0
 I24P2       0|      0|      0|      0|      0|      0|      0|      0|      0
 I24P5       0|      0|      0|      0|      0|      0|      0|      0|      0
 I24P7       0|      0|      0|      0|      0|      0|      0|      0|      0
 I24P9       0|      0|      0|      0|      0|      0|      0|      0|      0
 SLPP1 012 012|010 011|010 011|012 013|012 012|011 011|010 010|009 009|008 008
 SLPP2 012 012|011 012|011 012|012 014|013 013|012 012|011 011|010 010|010 010
 SLPP5 013 013|012 012|012 013|013 015|014 014|013 013|012 013|012 012|011 011
 SLPP7 014 013|012 013|013 014|014 016|015 015|014 014|014 014|013 013|012 013
 SLPP9 014 014|013 014|013 015|015 016|016 016|015 015|014 015|014 014|013 014
